 f1,f2,f3,lgn,   lgT,    lgZ, F_n2_10,F_n2_21,   F_c2, F_c1_10,F_c1_21, F_o1_10,F_o1_21,F_o1_op,F_o3_10,F_o3_21,   F_ha,   F_hb,   F_hg,  F_o3_32,F_o3_31,F_o3_43,F_o2_10,F_o2_20, F_n2_31,F_n2_32,  F_s2_a, F_s2_b,F_he1_a,F_he1_b,  F_n3
 F,F,ok,0.000, 3.000, -0.700,  -6.967, -7.229,  -6.012,-10.104,-10.460,  -9.452, -8.337,-12.674, -4.413, -4.773,  -3.454, -3.953, -4.297,  -9.788,-10.263,-10.343,-14.453,-14.617,  -9.583, -9.113,  -9.421, -9.609, -5.784, -5.329, -5.837
 F,F,ok,0.000, 3.500, -0.700,  -7.068, -7.279,  -5.953, -9.904,-10.310,  -8.973, -7.846, -9.866, -4.204, -4.495,  -3.550, -4.030, -4.367,  -6.636, -7.111,-10.167, -8.363, -8.543,  -8.393, -7.923,  -7.266, -7.432, -5.875, -5.430, -5.620
 F,F,ok,0.000, 4.000, -0.700,  -7.031, -7.156,  -6.014, -9.709,-10.134,  -8.390, -7.391, -6.938, -4.079, -4.338,  -3.720, -4.185, -4.515,  -3.825, -4.301, -6.023, -4.858, -5.034,  -6.436, -5.966,  -5.469, -5.630, -6.059, -5.626, -5.433
 F,F,ok,0.000, 4.500, -0.700,  -4.707, -4.750,  -3.649, -6.441, -6.854,  -7.371, -6.356, -5.836, -3.815, -4.014,  -2.864, -3.509, -3.895,  -2.972, -3.448, -4.216, -2.596, -2.763,  -4.371, -3.898,  -3.550, -3.693, -5.800, -5.273, -4.705
 F,F,ok,0.000, 5.000, -0.700,  -6.239, -6.307,  -4.960, -8.776, -9.178,  -9.839, -8.836, -8.769, -2.186, -2.390,  -3.483, -4.103, -4.507,  -2.457, -2.936, -3.448, -4.786, -4.947,  -6.476, -6.003,  -5.964, -6.094, -6.213, -5.695, -3.634
 F,F,ok,0.250, 1.500, -0.700,  -7.670, -8.788,  -7.093,-10.805,-10.964, -10.307, -9.350,-12.789, -7.258, -8.436,  -3.187, -3.707, -4.057, -10.658,-11.133,-11.219,-14.705,-14.866,  -9.603, -9.133,  -9.901, -9.806, -5.550, -5.086, -9.023
 F,F,ok,0.250, 2.000, -0.700,  -6.865, -7.299,  -6.153,-10.438,-10.648, -10.104, -9.074,-12.584, -5.449, -6.818,  -3.161, -3.679, -4.029, -10.196,-10.671,-10.748,-14.425,-14.585,  -9.400, -8.931,  -9.236, -9.403, -5.511, -5.048, -6.952
 F,F,ok,0.250, 2.500, -0.700,  -6.707, -6.949,  -5.998,-10.180,-10.512,  -9.684, -8.580,-12.464, -4.582, -5.191,  -3.163, -3.675, -4.023,  -9.787,-10.262,-10.329,-14.254,-14.416,  -9.350, -8.880,  -8.980, -9.224, -5.502, -5.041, -5.987
 F,F,ok,0.250, 3.000, -0.700,  -6.741, -6.954,  -5.800, -9.930,-10.338,  -9.201, -8.086,-12.420, -4.166, -4.522,  -3.204, -3.703, -4.047,  -9.523, -9.998,-10.079,-14.203,-14.366,  -9.345, -8.875,  -9.171, -9.358, -5.534, -5.078, -5.588
 F,F,ok,0.250, 3.500, -0.700,  -6.832, -7.015,  -5.729, -9.766,-10.246,  -8.722, -7.596, -9.615, -3.956, -4.245,  -3.300, -3.780, -4.117,  -6.386, -6.861, -9.903, -8.114, -8.292,  -8.144, -7.674,  -7.016, -7.181, -5.625, -5.181, -5.371
 F,F,ok,0.250, 4.000, -0.700,  -6.792, -6.901,  -5.784, -9.581,-10.089,  -8.143, -7.144, -6.691, -3.831, -4.087,  -3.470, -3.935, -4.265,  -3.575, -4.051, -5.773, -4.609, -4.784,  -6.187, -5.718,  -5.220, -5.380, -5.809, -5.376, -5.183
 F,F,ok,0.250, 4.500, -0.700,  -4.468, -4.500,  -3.414, -6.314, -6.807,  -7.122, -6.107, -5.586, -3.566, -3.763,  -2.614, -3.259, -3.646,  -2.721, -3.198, -3.966, -2.346, -2.513,  -4.121, -3.648,  -3.300, -3.443, -5.550, -5.021, -4.456
 F,F,ok,0.250, 5.000, -0.700,  -6.004, -6.057,  -4.728, -8.649, -9.128,  -9.590, -8.584, -8.519, -1.953, -2.136,  -3.234, -3.854, -4.257,  -2.207, -2.686, -3.198, -4.536, -4.697,  -6.226, -5.753,  -5.714, -5.844, -5.963, -5.445, -3.384
 F,F,ok,0.500, 1.500, -0.700,  -7.474, -8.517,  -6.910,-10.555,-10.723, -10.051, -9.093,-12.531, -7.019, -8.192,  -2.936, -3.455, -3.806, -10.411,-10.885,-10.972,-14.457,-14.614,  -9.356, -8.886,  -9.657, -9.551, -5.299, -4.835, -8.782
 F,F,ok,0.500, 2.000, -0.700,  -6.672, -6.990,  -5.963,-10.179,-10.410,  -9.827, -8.798,-12.304, -5.210, -6.558,  -2.908, -3.426, -3.776,  -9.946,-10.421,-10.500,-14.172,-14.328,  -9.168, -8.699,  -8.986, -9.144, -5.258, -4.795, -6.710
 F,F,ok,0.500, 2.500, -0.700,  -6.515, -6.655,  -5.818, -9.975,-10.352,  -9.429, -8.326,-12.208, -4.341, -4.935,  -2.913, -3.424, -3.772,  -9.522, -9.996,-10.067,-14.005,-14.164,  -9.126, -8.656,  -8.731, -8.970, -5.252, -4.791, -5.740
 F,F,ok,0.500, 3.000, -0.700,  -6.532, -6.670,  -5.610, -9.783,-10.260,  -8.949, -7.835,-12.164, -3.922, -4.269,  -2.954, -3.453, -3.797,  -9.249, -9.724, -9.808,-13.953,-14.114,  -9.116, -8.646,  -8.922, -9.106, -5.284, -4.828, -5.341
 F,F,ok,0.500, 3.500, -0.700,  -6.607, -6.743,  -5.521, -9.655,-10.224,  -8.475, -7.350, -9.368, -3.710, -3.993,  -3.050, -3.530, -3.867,  -6.135, -6.611, -9.633, -7.865, -8.042,  -7.896, -7.426,  -6.767, -6.931, -5.375, -4.931, -5.122
 F,F,ok,0.500, 4.000, -0.700,  -6.561, -6.643,  -5.566, -9.480,-10.083,  -7.897, -6.897, -6.444, -3.583, -3.837,  -3.220, -3.685, -4.015,  -3.325, -3.801, -5.523, -4.360, -4.534,  -5.939, -5.469,  -4.971, -5.131, -5.559, -5.126, -4.934
 F,F,ok,0.500, 4.500, -0.700,  -4.235, -4.250,  -3.187, -6.213, -6.800,  -6.874, -5.858, -5.337, -3.318, -3.512,  -2.365, -3.009, -3.396,  -2.471, -2.947, -3.715, -2.096, -2.262,  -3.872, -3.399,  -3.050, -3.193, -5.298, -4.768, -4.206
 F,F,ok,0.500, 5.000, -0.700,  -5.773, -5.808,  -4.506, -8.546, -9.118,  -9.341, -8.334, -8.268, -1.715, -1.883,  -2.984, -3.604, -4.008,  -1.957, -2.436, -2.948, -4.286, -4.446,  -5.976, -5.504,  -5.464, -5.594, -5.712, -5.193, -3.135
 F,F,ok,0.750, 1.500, -0.700,  -7.314, -8.264,  -6.767,-10.322,-10.507,  -9.815, -8.858,-12.298, -6.789, -7.951,  -2.690, -3.209, -3.560, -10.165,-10.640,-10.726,-14.217,-14.368,  -9.112, -8.642,  -9.422, -9.299, -5.053, -4.589, -8.547
 F,F,ok,0.750, 2.000, -0.700,  -6.516, -6.697,  -5.811, -9.937,-10.200,  -9.575, -8.547,-12.052, -4.980, -6.291,  -2.659, -3.176, -3.526,  -9.695,-10.170,-10.252,-13.926,-14.075,  -8.945, -8.476,  -8.741, -8.886, -5.008, -4.545, -6.472
 F,F,ok,0.750, 2.500, -0.700,  -6.360, -6.370,  -5.676, -9.802,-10.243,  -9.203, -8.101,-11.981, -4.105, -4.676,  -2.664, -3.176, -3.524,  -9.248, -9.722, -9.799,-13.760,-13.913,  -8.915, -8.446,  -8.485, -8.717, -5.004, -4.542, -5.497
 F,F,ok,0.750, 3.000, -0.700,  -6.348, -6.383,  -5.451, -9.663,-10.227,  -8.697, -7.584,-11.907, -3.681, -4.015,  -2.704, -3.203, -3.547,  -8.962, -9.437, -9.528,-13.705,-13.862,  -8.898, -8.429,  -8.673, -8.853, -5.034, -4.578, -5.095
 F,F,ok,0.750, 3.500, -0.700,  -6.398, -6.463,  -5.336, -9.568,-10.232,  -8.217, -7.092, -9.110, -3.466, -3.741,  -2.800, -3.280, -3.617,  -5.885, -6.360, -9.352, -7.615, -7.790,  -7.646, -7.176,  -6.517, -6.679, -5.125, -4.681, -4.875
 F,F,ok,0.750, 4.000, -0.700,  -6.343, -6.381,  -5.369, -9.404,-10.103,  -7.651, -6.652, -6.198, -3.337, -3.585,  -2.970, -3.435, -3.765,  -3.075, -3.550, -5.273, -4.111, -4.284,  -5.692, -5.222,  -4.723, -4.881, -5.309, -4.876, -4.687
 F,F,ok,0.750, 4.500, -0.700,  -4.006, -3.993,  -2.968, -6.130, -6.814,  -6.620, -5.604, -5.088, -3.070, -3.261,  -2.115, -2.760, -3.146,  -2.221, -2.697, -3.465, -1.846, -2.011,  -3.623, -3.150,  -2.800, -2.943, -5.046, -4.512, -3.953
 F,F,ok,0.750, 5.000, -0.700,  -5.552, -5.559,  -4.298, -8.468, -9.137,  -9.093, -8.085, -8.018, -1.477, -1.631,  -2.736, -3.356, -3.759,  -1.707, -2.186, -2.697, -4.036, -4.196,  -5.727, -5.254,  -5.215, -5.344, -5.461, -4.940, -2.887
 F,F,ok,1.000, 1.500, -0.700,  -7.179, -8.030,  -6.649,-10.088,-10.299,  -9.554, -8.598,-12.037, -6.566, -7.713,  -2.438, -2.958, -3.308,  -9.919,-10.393,-10.481,-13.975,-14.115,  -8.866, -8.397,  -9.193, -9.039, -4.801, -4.337, -8.317
 F,F,ok,1.000, 2.000, -0.700,  -6.403, -6.437,  -5.698, -9.715,-10.028,  -9.342, -8.316,-11.822, -4.760, -6.015,  -2.411, -2.929, -3.279,  -9.442, -9.916,-10.003,-13.685,-13.822,  -8.726, -8.257,  -8.498, -8.625, -4.761, -4.297, -6.241
 F,F,ok,1.000, 2.500, -0.700,  -6.242, -6.103,  -5.563, -9.648,-10.170,  -8.945, -7.846,-11.721, -3.879, -4.411,  -2.414, -2.926, -3.274,  -8.962, -9.436, -9.524,-13.514,-13.659,  -8.715, -8.245,  -8.241, -8.459, -4.753, -4.292, -5.256
 F,F,ok,1.000, 3.000, -0.700,  -6.206, -6.110,  -5.330, -9.578,-10.234,  -8.477, -7.365,-11.685, -3.448, -3.758,  -2.455, -2.954, -3.298,  -8.657, -9.132, -9.236,-13.461,-13.613,  -8.695, -8.225,  -8.428, -8.602, -4.785, -4.330, -4.852
 F,F,ok,1.000, 3.500, -0.700,  -6.216, -6.181,  -5.182, -9.505,-10.256,  -7.961, -6.836, -8.854, -3.227, -3.487,  -2.549, -3.030, -3.367,  -5.635, -6.110, -9.058, -7.366, -7.538,  -7.397, -6.928,  -6.268, -6.426, -4.875, -4.430, -4.630
 F,F,ok,1.000, 4.000, -0.700,  -6.146, -6.117,  -5.198, -9.351,-10.134,  -7.407, -6.407, -5.952, -3.094, -3.333,  -2.720, -3.185, -3.515,  -2.825, -3.300, -5.023, -3.863, -4.033,  -5.445, -4.975,  -4.475, -4.631, -5.059, -4.626, -4.440
 F,F,ok,1.000, 4.500, -0.700,  -3.800, -3.744,  -2.777, -6.076, -6.848,  -6.373, -5.356, -4.839, -2.825, -3.009,  -1.866, -2.511, -2.897,  -1.970, -2.447, -3.215, -1.598, -1.761,  -3.375, -2.902,  -2.552, -2.693, -4.792, -4.253, -3.706
 F,F,ok,1.000, 5.000, -0.700,  -5.348, -5.313,  -4.113, -8.413, -9.172,  -8.846, -7.839, -7.768, -1.240, -1.381,  -2.489, -3.108, -3.512,  -1.457, -1.936, -2.447, -3.787, -3.946,  -5.478, -5.006,  -4.966, -5.094, -5.208, -4.686, -2.641
 F,F,ok,1.250, 1.500, -0.700,  -7.079, -7.837,  -6.562, -9.870,-10.120,  -9.292, -8.337,-11.773, -6.359, -7.482,  -2.186, -2.705, -3.056,  -9.673,-10.148,-10.236,-13.740,-13.863,  -8.620, -8.150,  -8.977, -8.775, -4.548, -4.085, -8.098
 F,F,ok,1.250, 2.000, -0.700,  -6.319, -6.211,  -5.601, -9.496, -9.876,  -9.053, -8.030,-11.530, -4.553, -5.725,  -2.157, -2.675, -3.025,  -9.185, -9.659, -9.753,-13.443,-13.560,  -8.507, -8.038,  -8.263, -8.354, -4.507, -4.043, -6.015
 F,F,ok,1.250, 2.500, -0.700,  -6.169, -5.874,  -5.481, -9.525,-10.136,  -8.687, -7.589,-11.460, -3.667, -4.139,  -2.164, -2.675, -3.023,  -8.662, -9.137, -9.240,-13.271,-13.402,  -8.520, -8.050,  -8.002, -8.197, -4.503, -4.041, -5.023
 F,F,ok,1.250, 3.000, -0.700,  -6.104, -5.857,  -5.240, -9.511,-10.253,  -8.224, -7.113,-11.427, -3.227, -3.498,  -2.205, -2.704, -3.048,  -8.334, -8.809, -8.931,-13.216,-13.358,  -8.503, -8.034,  -8.184, -8.346, -4.535, -4.080, -4.614
 F,F,ok,1.250, 3.500, -0.700,  -6.067, -5.906,  -5.061, -9.458,-10.280,  -7.683, -6.559, -8.576, -2.996, -3.231,  -2.299, -2.780, -3.116,  -5.384, -5.859, -8.750, -7.117, -7.283,  -7.146, -6.676,  -6.018, -6.169, -4.624, -4.180, -4.388
 F,F,ok,1.250, 4.000, -0.700,  -5.978, -5.854,  -5.059, -9.316,-10.164,  -7.154, -6.153, -5.697, -2.857, -3.080,  -2.470, -2.935, -3.265,  -2.575, -3.050, -4.773, -3.614, -3.781,  -5.197, -4.727,  -4.227, -4.379, -4.809, -4.376, -4.197
 F,F,ok,1.250, 4.500, -0.700,  -3.643, -3.520,  -2.635, -6.061, -6.903,  -6.146, -5.128, -4.590, -2.584, -2.757,  -1.617, -2.261, -2.647,  -1.720, -2.196, -2.964, -1.350, -1.511,  -3.129, -2.656,  -2.305, -2.444, -4.535, -3.988, -3.473
 F,F,ok,1.250, 5.000, -0.700,  -5.169, -5.073,  -3.958, -8.382, -9.214,  -8.602, -7.595, -7.519, -1.007, -1.133,  -2.244, -2.863, -3.266,  -1.206, -1.685, -2.195, -3.539, -3.695,  -5.229, -4.757,  -4.718, -4.845, -4.954, -4.427, -2.398
 F,F,ok,1.500, 1.500, -0.700,  -7.011, -7.691,  -6.501, -9.680, -9.981,  -9.036, -8.082,-11.516, -6.176, -7.262,  -1.935, -2.455, -2.805,  -9.429, -9.904, -9.992,-13.518,-13.615,  -8.372, -7.902,  -8.782, -8.513, -4.298, -3.834, -7.896
 F,F,ok,1.500, 2.000, -0.700,  -6.276, -6.046,  -5.540, -9.322, -9.785,  -8.821, -7.800,-11.299, -4.372, -5.433,  -1.910, -2.428, -2.778,  -8.926, -9.400, -9.505,-13.218,-13.303,  -8.283, -7.813,  -8.046, -8.085, -4.260, -3.796, -5.806
 F,F,ok,1.500, 2.500, -0.700,  -6.136, -5.694,  -5.424, -9.431,-10.128,  -8.424, -7.330,-11.194, -3.477, -3.862,  -1.913, -2.425, -2.773,  -8.351, -8.826, -8.951,-13.036,-13.142,  -8.320, -7.851,  -7.771, -7.929, -4.252, -3.791, -4.800
 F,F,ok,1.500, 3.000, -0.700,  -6.049, -5.646,  -5.178, -9.465,-10.276,  -7.969, -6.859,-11.167, -3.023, -3.234,  -1.955, -2.454, -2.798,  -7.994, -8.469, -8.613,-12.976,-13.101,  -8.315, -7.845,  -7.945, -8.087, -4.285, -3.829, -4.385
 F,F,ok,1.500, 3.500, -0.700,  -5.968, -5.661,  -4.976, -9.430,-10.303,  -7.428, -6.303, -8.319, -2.778, -2.972,  -2.049, -2.529, -2.866,  -5.132, -5.607, -8.425, -6.873, -7.028,  -6.896, -6.426,  -5.773, -5.913, -4.374, -3.930, -4.153
 F,F,ok,1.500, 4.000, -0.700,  -5.853, -5.608,  -4.957, -9.295,-10.188,  -6.909, -5.906, -5.448, -2.628, -2.824,  -2.220, -2.685, -3.015,  -2.324, -2.800, -4.522, -3.368, -3.529,  -4.950, -4.480,  -3.982, -4.127, -4.559, -4.126, -3.958
 F,F,ok,1.500, 4.500, -0.700,  -3.500, -3.286,  -2.504, -6.038, -6.930,  -5.901, -4.881, -4.341, -2.348, -2.504,  -1.368, -2.012, -2.398,  -1.469, -1.946, -2.713, -1.103, -1.260,  -2.882, -2.409,  -2.059, -2.194, -4.274, -3.712, -3.230
 F,F,ok,1.500, 5.000, -0.700,  -5.027, -4.844,  -3.838, -8.370, -9.254,  -8.363, -7.355, -7.272, -0.783, -0.888,  -2.000, -2.618, -3.021,  -0.955, -1.434, -1.944, -3.291, -3.444,  -4.981, -4.508,  -4.472, -4.597, -4.697, -4.164, -2.160
 F,F,ok,1.750, 1.500, -0.700,  -6.964, -7.588,  -6.455, -9.521, -9.881,  -8.779, -7.826,-11.257, -6.025, -7.060,  -1.684, -2.204, -2.555,  -9.186, -9.661, -9.751,-13.311,-13.374,  -8.121, -7.652,  -8.612, -8.254, -4.047, -3.583, -7.719
 F,F,ok,1.750, 2.000, -0.700,  -6.247, -5.923,  -5.486, -9.171, -9.721,  -8.556, -7.539,-11.033, -4.221, -5.145,  -1.659, -2.177, -2.527,  -8.665, -9.140, -9.258,-13.002,-13.042,  -8.048, -7.579,  -7.843, -7.810, -4.009, -3.545, -5.615
 F,F,ok,1.750, 2.500, -0.700,  -6.137, -5.569,  -5.390, -9.373,-10.142,  -8.197, -7.103,-10.965, -3.320, -3.587,  -1.665, -2.176, -2.524,  -8.034, -8.509, -8.659,-12.814,-12.883,  -8.110, -7.640,  -7.554, -7.660, -4.004, -3.542, -4.594
 F,F,ok,1.750, 3.000, -0.700,  -6.035, -5.484,  -5.138, -9.434,-10.296,  -7.714, -6.604,-10.906, -2.847, -2.971,  -1.705, -2.204, -2.547,  -7.643, -8.118, -8.288,-12.743,-12.841,  -8.120, -7.650,  -7.715, -7.824, -4.035, -3.579, -4.170
 F,F,ok,1.750, 3.500, -0.700,  -5.921, -5.461,  -4.921, -9.415,-10.322,  -7.186, -6.060, -8.074, -2.580, -2.712,  -1.799, -2.279, -2.616,  -4.879, -5.355, -8.089, -6.635, -6.771,  -6.646, -6.176,  -5.536, -5.657, -4.125, -3.680, -3.929
 F,F,ok,1.750, 4.000, -0.700,  -5.777, -5.393,  -4.888, -9.285,-10.208,  -6.672, -5.666, -5.205, -2.414, -2.566,  -1.970, -2.435, -2.765,  -2.073, -2.549, -4.271, -3.126, -3.276,  -4.702, -4.232,  -3.741, -3.875, -4.309, -3.876, -3.727
 F,F,ok,1.750, 4.500, -0.700,  -3.377, -3.045,  -2.381, -5.998, -6.923,  -5.633, -4.611, -4.093, -2.121, -2.249,  -1.119, -1.764, -2.150,  -1.218, -1.695, -2.462, -0.860, -1.010,  -2.633, -2.160,  -1.814, -1.942, -4.005, -3.420, -2.974
 F,F,ok,1.750, 5.000, -0.700,  -4.929, -4.635,  -3.755, -8.372, -9.292,  -8.129, -7.120, -7.025, -0.570, -0.646,  -1.758, -2.375, -2.778,  -0.704, -1.183, -1.691, -3.046, -3.193,  -4.732, -4.259,  -4.228, -4.349, -4.435, -3.891, -1.930
 F,F,ok,2.000, 1.500, -0.700,  -6.932, -7.518,  -6.420, -9.394, -9.814,  -8.522, -7.572,-10.999, -5.911, -6.883,  -1.434, -1.954, -2.304,  -8.946, -9.421, -9.511,-13.127,-13.147,  -7.869, -7.400,  -8.468, -8.008, -3.796, -3.333, -7.575
 F,F,ok,2.000, 2.000, -0.700,  -6.231, -5.840,  -5.445, -9.056, -9.688,  -8.308, -7.294,-10.784, -4.110, -4.883,  -1.410, -1.928, -2.278,  -8.409, -8.884, -9.015,-12.807,-12.788,  -7.805, -7.335,  -7.662, -7.542, -3.760, -3.296, -5.453
 F,F,ok,2.000, 2.500, -0.700,  -6.144, -5.480,  -5.360, -9.323,-10.146,  -7.934, -6.841,-10.698, -3.200, -3.327,  -1.414, -1.925, -2.273,  -7.718, -8.193, -8.371,-12.604,-12.620,  -7.886, -7.416,  -7.352, -7.386, -3.753, -3.291, -4.413
 F,F,ok,2.000, 3.000, -0.700,  -6.044, -5.367,  -5.111, -9.410,-10.306,  -7.444, -6.333,-10.631, -2.707, -2.714,  -1.454, -1.953, -2.297,  -7.290, -7.765, -7.966,-12.520,-12.576,  -7.911, -7.441,  -7.495, -7.557, -3.784, -3.328, -3.976
 F,F,ok,2.000, 3.500, -0.700,  -5.914, -5.311,  -4.887, -9.406,-10.334,  -6.948, -5.819, -7.830, -2.412, -2.453,  -1.549, -2.030, -2.366,  -4.626, -5.101, -7.749, -6.404, -6.511,  -6.395, -5.925,  -5.307, -5.397, -3.875, -3.430, -3.720
 F,F,ok,2.000, 4.000, -0.700,  -5.747, -5.219,  -4.844, -9.279,-10.219,  -6.433, -5.420, -4.953, -2.222, -2.308,  -1.720, -2.185, -2.515,  -1.823, -2.298, -4.020, -2.888, -3.019,  -4.452, -3.982,  -3.504, -3.619, -4.059, -3.624, -3.510
 F,F,ok,2.000, 4.500, -0.700,  -3.309, -2.843,  -2.296, -5.971, -6.916,  -5.378, -4.351, -3.844, -1.910, -1.993,  -0.869, -1.515, -1.902,  -0.966, -1.443, -2.211, -0.620, -0.756,  -2.383, -1.910,  -1.574, -1.690, -3.726, -3.111, -2.731
 F,F,ok,2.000, 5.000, -0.700,  -4.879, -4.455,  -3.704, -8.386, -9.327,  -7.905, -6.890, -6.779, -0.375, -0.408,  -1.516, -2.133, -2.535,  -0.452, -0.931, -1.438, -2.804, -2.940,  -4.483, -4.010,  -3.987, -4.101, -4.165, -3.607, -1.712
 F,F,ok,2.250, 1.500, -0.700,  -6.908, -7.471,  -6.389, -9.299, -9.769,  -8.266, -7.317,-10.741, -5.835, -6.739,  -1.183, -1.703, -2.054,  -8.710, -9.185, -9.275,-12.969,-12.943,  -7.617, -7.148,  -8.348, -7.784, -3.546, -3.082, -7.470
 F,F,ok,2.250, 2.000, -0.700,  -6.215, -5.779,  -5.404, -8.962, -9.660,  -8.042, -7.031,-10.515, -4.037, -4.662,  -1.159, -1.677, -2.027,  -8.159, -8.634, -8.780,-12.632,-12.544,  -7.553, -7.084,  -7.501, -7.288, -3.509, -3.045, -5.326
 F,F,ok,2.250, 2.500, -0.700,  -6.154, -5.422,  -5.337, -9.286,-10.146,  -7.675, -6.582,-10.434, -3.123, -3.095,  -1.163, -1.675, -2.023,  -7.409, -7.884, -8.092,-12.414,-12.362,  -7.651, -7.182,  -7.171, -7.120, -3.502, -3.040, -4.262
 F,F,ok,2.250, 3.000, -0.700,  -6.070, -5.296,  -5.099, -9.402,-10.319,  -7.219, -6.104,-10.402, -2.611, -2.476,  -1.205, -1.704, -2.047,  -6.945, -7.420, -7.653,-12.318,-12.316,  -7.688, -7.219,  -7.294, -7.293, -3.535, -3.079, -3.810
 F,F,ok,2.250, 3.500, -0.700,  -5.935, -5.210,  -4.869, -9.404,-10.345,  -6.728, -5.593, -7.598, -2.284, -2.205,  -1.299, -1.780, -2.116,  -4.371, -4.846, -7.413, -6.187, -6.249,  -6.145, -5.675,  -5.091, -5.137, -3.625, -3.180, -3.535
 F,F,ok,2.250, 4.000, -0.700,  -5.754, -5.092,  -4.817, -9.277,-10.228,  -6.205, -5.183, -4.705, -2.062, -2.053,  -1.470, -1.935, -2.265,  -1.571, -2.047, -3.769, -2.658, -2.760,  -4.200, -3.730,  -3.278, -3.362, -3.808, -3.372, -3.312
 F,F,ok,2.250, 4.500, -0.700,  -3.338, -2.735,  -2.289, -5.997, -6.954,  -5.183, -4.144, -3.595, -1.724, -1.737,  -0.620, -1.265, -1.651,  -0.713, -1.190, -1.958, -0.386, -0.502,  -2.134, -1.661,  -1.345, -1.442, -3.436, -2.787, -2.538
 F,F,ok,2.250, 5.000, -0.700,  -4.872, -4.311,  -3.679, -8.408, -9.361,  -7.694, -6.667, -6.533, -0.202, -0.174,  -1.274, -1.889, -2.290,  -0.199, -0.678, -1.184, -2.569, -2.687,  -4.233, -3.760,  -3.752, -3.855, -3.887, -3.308, -1.513
 F,F,ok,2.500, 1.500, -0.700,  -6.889, -7.437,  -6.360, -9.228, -9.737,  -8.011, -7.061,-10.481, -5.792, -6.634,  -0.933, -1.453, -1.803,  -8.478, -8.953, -9.043,-12.839,-12.772,  -7.368, -6.898,  -8.247, -7.590, -3.295, -2.831, -7.404
 F,F,ok,2.500, 2.000, -0.700,  -6.200, -5.738,  -5.368, -8.892, -9.638,  -7.791, -6.780,-10.261, -4.003, -4.494,  -0.910, -1.428, -1.778,  -7.920, -8.395, -8.553,-12.482,-12.327,  -7.299, -6.829,  -7.362, -7.062, -3.259, -2.796, -5.241
 F,F,ok,2.500, 2.500, -0.700,  -6.167, -5.389,  -5.322, -9.266,-10.149,  -7.451, -6.355,-10.206, -3.084, -2.903,  -0.915, -1.426, -1.774,  -7.112, -7.587, -7.825,-12.250,-12.121,  -7.410, -6.940,  -7.012, -6.874, -3.253, -2.792, -4.148
 F,F,ok,2.500, 3.000, -0.700,  -6.091, -5.249,  -5.088, -9.393,-10.323,  -6.974, -5.854,-10.150, -2.559, -2.270,  -0.954, -1.453, -1.797,  -6.616, -7.091, -7.359,-12.134,-12.058,  -7.456, -6.986,  -7.110, -7.035, -3.284, -2.828, -3.678
 F,F,ok,2.500, 3.500, -0.700,  -5.963, -5.145,  -4.857, -9.402,-10.350,  -6.501, -5.357, -7.352, -2.200, -1.977,  -1.049, -1.530, -1.866,  -4.116, -4.591, -7.093, -5.985, -5.985,  -5.894, -5.424,  -4.890, -4.876, -3.375, -2.930, -3.381
 F,F,ok,2.500, 4.000, -0.700,  -5.776, -5.002,  -4.800, -9.274,-10.231,  -5.970, -4.931, -4.436, -1.942, -1.811,  -1.220, -1.685, -2.015,  -1.319, -1.795, -3.517, -2.439, -2.496,  -3.945, -3.475,  -3.060, -3.100, -3.557, -3.118, -3.142
 F,F,ok,2.500, 4.500, -0.700,  -3.365, -2.638,  -2.269, -5.999, -6.963,  -4.977, -3.917, -3.347, -1.571, -1.486,  -0.371, -1.016, -1.402,  -0.459, -0.936, -1.704, -0.165, -0.248,  -1.884, -1.411,  -1.127, -1.193, -3.136, -2.451, -2.346
 F,F,ok,2.500, 5.000, -0.700,  -4.895, -4.206,  -3.670, -8.432, -9.394,  -7.501, -6.452, -6.288, -0.056,  0.052,  -1.029, -1.644, -2.044,   0.054, -0.425, -0.929, -2.344, -2.432,  -3.983, -3.510,  -3.525, -3.609, -3.599, -2.996, -1.337
 F,F,ok,2.750, 1.500, -0.700,  -6.871, -7.411,  -6.332, -9.174, -9.709,  -7.757, -6.806,-10.221, -5.777, -6.568,  -0.683, -1.202, -1.553,  -8.252, -8.727, -8.815,-12.739,-12.640,  -7.124, -6.654,  -8.164, -7.434, -3.044, -2.580, -7.374
 F,F,ok,2.750, 2.000, -0.700,  -6.182, -5.703,  -5.329, -8.831, -9.608,  -7.528, -6.516, -9.991, -3.999, -4.381,  -0.659, -1.177, -1.527,  -7.694, -8.169, -8.335,-12.355,-12.142,  -7.044, -6.574,  -7.239, -6.868, -3.008, -2.544, -5.195
 F,F,ok,2.750, 2.500, -0.700,  -6.168, -5.363,  -5.302, -9.239,-10.136,  -7.194, -6.092, -9.939, -3.073, -2.756,  -0.664, -1.175, -1.523,  -6.828, -7.303, -7.568,-12.106,-11.902,  -7.166, -6.696,  -6.871, -6.655, -3.002, -2.540, -4.068
 F,F,ok,2.750, 3.000, -0.700,  -6.107, -5.221,  -5.081, -9.386,-10.323,  -6.736, -5.606, -9.898, -2.545, -2.103,  -0.704, -1.203, -1.547,  -6.309, -6.784, -7.086,-11.972,-11.817,  -7.217, -6.748,  -6.947, -6.795, -3.034, -2.577, -3.582
