 f1,f2,f3,lgn,   lgT,    lgZ, F_n2_10,F_n2_21,   F_c2, F_c1_10,F_c1_21, F_o1_10,F_o1_21,F_o1_op,F_o3_10,F_o3_21,   F_ha,   F_hb,   F_hg,  F_o3_32,F_o3_31,F_o3_43,F_o2_10,F_o2_20, F_n2_31,F_n2_32,  F_s2_a, F_s2_b,F_he1_a,F_he1_b,  F_n3
 F,F,ok,3.500, 2.000, -0.600,  -5.971, -5.474,  -5.088, -8.556, -9.371,  -6.665, -5.626, -9.060, -4.025, -4.240,   0.092, -0.425, -0.775,  -7.010, -7.485, -7.652,-12.025,-11.720,  -6.183, -5.714,  -6.881, -6.405, -2.250, -1.785, -5.112
 F,F,ok,3.500, 2.500, -0.600,  -6.011, -5.174,  -5.119, -9.048, -9.960,  -6.426, -5.273, -9.079, -3.014, -2.451,   0.085, -0.427, -0.775,  -5.945, -6.419, -6.730,-11.723,-11.377,  -6.304, -5.835,  -6.469, -6.122, -2.248, -1.784, -3.825
 F,F,ok,3.500, 3.000, -0.600,  -5.978, -5.038,  -4.942, -9.245,-10.191,  -6.018, -4.813, -9.040, -2.510, -1.741,   0.045, -0.453, -0.797,  -5.409, -5.884, -6.257,-11.527,-11.188,  -6.351, -5.881,  -6.472, -6.166, -2.277, -1.820, -3.302
 F,F,ok,3.500, 3.500, -0.600,  -5.870, -4.904,  -4.712, -9.269,-10.226,  -5.635, -4.368, -6.214, -2.115, -1.340,  -0.048, -0.529, -0.865,  -2.999, -3.475, -5.952, -5.280, -4.982,  -4.759, -4.289,  -4.173, -3.902, -2.367, -1.920, -2.940
 F,F,ok,3.500, 4.000, -0.600,  -5.720, -4.745,  -4.666, -9.186,-10.149,  -5.324, -4.086, -3.370, -1.777, -1.061,  -0.220, -0.685, -1.015,  -0.213, -0.689, -2.404, -1.672, -1.429,  -2.813, -2.343,  -2.324, -2.095, -2.541, -2.080, -2.643
 F,F,ok,3.500, 4.500, -0.600,  -3.239, -2.256,  -2.034, -5.870, -6.840,  -4.295, -3.016, -2.289, -1.251, -0.604,   0.612, -0.041, -0.427,   0.666,  0.189, -0.576,  0.600,  0.797,  -0.749, -0.276,  -0.391, -0.208, -1.946, -1.173, -1.670
 F,F,ok,3.500, 5.000, -0.600,  -4.896, -3.926,  -3.607, -8.497, -9.466,  -6.971, -5.686, -5.237,  0.275,  0.843,  -0.058, -0.677, -1.079,   1.148,  0.669,  0.171, -1.607, -1.423,  -2.870, -2.397,  -2.742, -2.619, -2.475, -1.797, -0.813
 F,F,ok,3.750, 1.500, -0.600,  -6.661, -7.191,  -6.096, -8.919, -9.488,  -6.743, -5.734, -9.098, -5.819, -6.526,   0.312, -0.208, -0.558,  -7.389, -7.864, -7.903,-12.481,-12.332,  -6.188, -5.719,  -7.880, -7.034, -2.043, -1.578, -7.377
 F,F,ok,3.750, 2.000, -0.600,  -5.957, -5.458,  -5.063, -8.526, -9.345,  -6.488, -5.416, -8.833, -4.109, -4.304,   0.337, -0.180, -0.530,  -6.860, -7.334, -7.490,-11.997,-11.681,  -5.993, -5.523,  -6.838, -6.349, -2.004, -1.539, -5.190
 F,F,ok,3.750, 2.500, -0.600,  -6.004, -5.165,  -5.098, -9.027, -9.940,  -6.249, -5.055, -8.834, -3.031, -2.432,   0.333, -0.178, -0.526,  -5.705, -6.180, -6.490,-11.676,-11.310,  -6.096, -5.627,  -6.418, -6.054, -1.998, -1.534, -3.820
 F,F,ok,3.750, 3.000, -0.600,  -5.978, -5.033,  -4.939, -9.241,-10.187,  -5.860, -4.604, -8.785, -2.531, -1.707,   0.295, -0.204, -0.547,  -5.160, -5.635, -6.016,-11.461,-11.091,  -6.133, -5.663,  -6.402, -6.071, -2.026, -1.567, -3.287
 F,F,ok,3.750, 3.500, -0.600,  -5.875, -4.899,  -4.712, -9.271,-10.228,  -5.526, -4.202, -5.957, -2.145, -1.290,   0.202, -0.279, -0.615,  -2.749, -3.224, -5.713, -5.187, -4.843,  -4.529, -4.059,  -4.078, -3.772, -2.116, -1.668, -2.918
 F,F,ok,3.750, 4.000, -0.600,  -5.721, -4.733,  -4.662, -9.191,-10.154,  -5.226, -3.912, -3.083, -1.812, -0.992,   0.031, -0.434, -0.764,   0.037, -0.439, -2.149, -1.556, -1.252,  -2.570, -2.100,  -2.215, -1.938, -2.287, -1.818, -2.615
 F,F,ok,3.750, 4.500, -0.600,  -3.259, -2.258,  -2.045, -5.897, -6.866,  -4.244, -2.886, -2.033, -1.272, -0.502,   0.872,  0.214, -0.172,   0.921,  0.444, -0.318,  0.700,  0.971,  -0.511, -0.038,  -0.305, -0.058, -1.674, -0.894, -1.632
 F,F,ok,3.750, 5.000, -0.600,  -4.916, -3.925,  -3.624, -8.538, -9.507,  -6.933, -5.572, -4.992,  0.256,  0.940,   0.193, -0.428, -0.831,   1.398,  0.919,  0.423, -1.515, -1.252,  -2.633, -2.161,  -2.642, -2.448, -2.214, -1.529, -0.783
 F,F,ok,4.000, 1.500, -0.600,  -6.650, -7.179,  -6.075, -8.900, -9.470,  -6.571, -5.516, -8.847, -5.906, -6.605,   0.559,  0.040, -0.310,  -7.265, -7.740, -7.742,-12.475,-12.323,  -6.072, -5.602,  -7.861, -7.009, -1.795, -1.330, -7.474
 F,F,ok,4.000, 2.000, -0.600,  -5.938, -5.438,  -5.032, -8.486, -9.306,  -6.291, -5.170, -8.551, -4.213, -4.396,   0.588,  0.071, -0.278,  -6.740, -7.215, -7.350,-11.973,-11.651,  -5.838, -5.369,  -6.802, -6.306, -1.752, -1.286, -5.291
 F,F,ok,4.000, 2.500, -0.600,  -5.993, -5.152,  -5.073, -8.998, -9.912,  -6.089, -4.838, -8.574, -3.046, -2.427,   0.583,  0.072, -0.276,  -5.476, -5.951, -6.252,-11.643,-11.265,  -5.914, -5.444,  -6.382, -6.007, -1.747, -1.282, -3.822
 F,F,ok,4.000, 3.000, -0.600,  -5.986, -5.037,  -4.943, -9.247,-10.193,  -5.780, -4.462, -8.575, -2.546, -1.688,   0.543,  0.045, -0.299,  -4.916, -5.391, -5.772,-11.420,-11.032,  -5.935, -5.465,  -6.356, -6.011, -1.776, -1.316, -3.279
 F,F,ok,4.000, 3.500, -0.600,  -5.884, -4.904,  -4.717, -9.281,-10.238,  -5.487, -4.102, -5.735, -2.168, -1.260,   0.451, -0.030, -0.366,  -2.502, -2.977, -5.470, -5.120, -4.747,  -4.318, -3.848,  -4.014, -3.687, -1.865, -1.416, -2.906
 F,F,ok,4.000, 4.000, -0.600,  -5.733, -4.737,  -4.668, -9.213,-10.176,  -5.223, -3.836, -2.861, -1.843, -0.948,   0.280, -0.185, -0.514,   0.285, -0.191, -1.892, -1.471, -1.121,  -2.347, -1.877,  -2.145, -1.833, -2.034, -1.560, -2.599
 F,F,ok,4.000, 4.500, -0.600,  -3.268, -2.256,  -2.047, -5.920, -6.887,  -4.207, -2.779, -1.778, -1.299, -0.434,   1.133,  0.469,  0.083,   1.174,  0.697, -0.061,  0.775,  1.105,  -0.279,  0.194,  -0.243,  0.053, -1.409, -0.626, -1.604
 F,F,ok,4.000, 5.000, -0.600,  -4.934, -3.931,  -3.643, -8.587, -9.554,  -6.913, -5.488, -4.748,  0.217,  1.010,   0.445, -0.179, -0.582,   1.646,  1.167,  0.677, -1.448, -1.121,  -2.405, -1.932,  -2.573, -2.315, -1.961, -1.272, -0.767
 F,F,ok,4.250, 1.500, -0.600,  -6.638, -7.167,  -6.054, -8.878, -9.449,  -6.418, -5.300, -8.579, -6.017, -6.713,   0.810,  0.291, -0.059,  -7.191, -7.666, -7.609,-12.470,-12.317,  -5.991, -5.522,  -7.846, -6.989, -1.542, -1.077, -7.598
 F,F,ok,4.250, 2.000, -0.600,  -5.929, -5.429,  -5.016, -8.460, -9.282,  -6.169, -4.982, -8.316, -4.345, -4.521,   0.834,  0.317, -0.033,  -6.662, -7.137, -7.237,-11.966,-11.639,  -5.724, -5.254,  -6.781, -6.280, -1.505, -1.039, -5.421
 F,F,ok,4.250, 2.500, -0.600,  -5.978, -5.136,  -5.043, -8.964, -9.879,  -5.952, -4.632, -8.303, -3.062, -2.431,   0.833,  0.322, -0.026,  -5.263, -5.737, -6.016,-11.619,-11.234,  -5.762, -5.293,  -6.354, -5.974, -1.495, -1.030, -3.828
 F,F,ok,4.250, 3.000, -0.600,  -5.978, -5.027,  -4.934, -9.234,-10.181,  -5.651, -4.268, -8.279, -2.555, -1.676,   0.794,  0.295, -0.048,  -4.680, -5.155, -5.526,-11.387,-10.988,  -5.764, -5.294,  -6.322, -5.968, -1.523, -1.063, -3.274
 F,F,ok,4.250, 3.500, -0.600,  -5.883, -4.899,  -4.716, -9.280,-10.238,  -5.418, -3.980, -5.462, -2.184, -1.242,   0.701,  0.220, -0.116,  -2.258, -2.733, -5.222, -5.071, -4.678,  -4.119, -3.649,  -3.964, -3.623, -1.613, -1.164, -2.898
 F,F,ok,4.250, 4.000, -0.600,  -5.737, -4.737,  -4.669, -9.227,-10.190,  -5.202, -3.757, -2.610, -1.866, -0.921,   0.530,  0.065, -0.264,   0.531,  0.055, -1.630, -1.406, -1.026,  -2.133, -1.663,  -2.092, -1.758, -1.782, -1.303, -2.589
 F,F,ok,4.250, 4.500, -0.600,  -3.278, -2.261,  -2.050, -5.946, -6.912,  -4.186, -2.704, -1.526, -1.323, -0.392,   1.392,  0.723,  0.337,   1.423,  0.946,  0.198,  0.830,  1.200,  -0.059,  0.414,  -0.201,  0.129, -1.150, -0.364, -1.586
 F,F,ok,4.250, 5.000, -0.600,  -4.953, -3.945,  -3.664, -8.640, -9.605,  -6.904, -5.432, -4.507,  0.182,  1.056,   0.697,  0.071, -0.332,   1.893,  1.414,  0.932, -1.402, -1.027,  -2.187, -1.715,  -2.529, -2.223, -1.714, -1.024, -0.761
 F,F,ok,4.500, 1.500, -0.600,  -6.634, -7.162,  -6.042, -8.865, -9.436,  -6.301, -5.107, -8.313, -6.161, -6.856,   1.061,  0.543,  0.193,  -7.179, -7.653, -7.509,-12.471,-12.317,  -5.943, -5.474,  -7.841, -6.981, -1.288, -0.822, -7.753
 F,F,ok,4.500, 2.000, -0.600,  -5.918, -5.418,  -4.997, -8.427, -9.250,  -6.035, -4.771, -8.030, -4.501, -4.673,   1.086,  0.569,  0.220,  -6.635, -7.110, -7.151,-11.957,-11.629,  -5.646, -5.177,  -6.766, -6.262, -1.251, -0.785, -5.576
 F,F,ok,4.500, 2.500, -0.600,  -5.965, -5.122,  -5.014, -8.933, -9.848,  -5.876, -4.484, -8.062, -3.081, -2.443,   1.081,  0.570,  0.222,  -5.070, -5.545, -5.785,-11.603,-11.214,  -5.643, -5.173,  -6.333, -5.949, -1.246, -0.781, -3.839
 F,F,ok,4.500, 3.000, -0.600,  -5.983, -5.032,  -4.937, -9.237,-10.184,  -5.633, -4.191, -8.073, -2.561, -1.670,   1.041,  0.543,  0.200,  -4.454, -4.929, -5.278,-11.373,-10.967,  -5.625, -5.155,  -6.302, -5.944, -1.274, -0.813, -3.270
 F,F,ok,4.500, 3.500, -0.600,  -5.884, -4.899,  -4.716, -9.283,-10.240,  -5.396, -3.916, -5.217, -2.193, -1.231,   0.950,  0.470,  0.133,  -2.021, -2.496, -4.968, -5.040, -4.637,  -3.952, -3.482,  -3.935, -3.586, -1.363, -0.913, -2.892
 F,F,ok,4.500, 4.000, -0.600,  -5.739, -4.738,  -4.669, -9.239,-10.201,  -5.186, -3.699, -2.356, -1.882, -0.905,   0.780,  0.315, -0.015,   0.772,  0.297, -1.362, -1.361, -0.963,  -1.940, -1.470,  -2.056, -1.708, -1.531, -1.049, -2.583
 F,F,ok,4.500, 4.500, -0.600,  -3.289, -2.271,  -2.054, -5.974, -6.937,  -4.175, -2.655, -1.279, -1.342, -0.367,   1.649,  0.975,  0.590,   1.668,  1.191,  0.458,  0.867,  1.264,   0.144,  0.617,  -0.176,  0.176, -0.895, -0.108, -1.575
 F,F,ok,4.500, 5.000, -0.600,  -4.976, -3.965,  -3.686, -8.695, -9.659,  -6.901, -5.400, -4.272,  0.154,  1.083,   0.950,  0.322, -0.081,   2.138,  1.659,  1.190, -1.371, -0.966,  -1.987, -1.514,  -2.505, -2.165, -1.471, -0.781, -0.759
 F,F,ok,4.750, 1.500, -0.600,  -6.655, -7.183,  -6.059, -8.885, -9.456,  -6.267, -4.991, -8.106, -6.350, -7.039,   1.300,  0.782,  0.433,  -7.242, -7.716, -7.451,-12.496,-12.342,  -5.927, -5.457,  -7.858, -6.997, -1.046, -0.580, -7.947
 F,F,ok,4.750, 2.000, -0.600,  -5.923, -5.422,  -4.998, -8.412, -9.235,  -5.977, -4.634, -7.795, -4.691, -4.861,   1.332,  0.815,  0.467,  -6.669, -7.144, -7.097,-11.963,-11.634,  -5.602, -5.133,  -6.769, -6.263, -1.004, -0.537, -5.766
 F,F,ok,4.750, 2.500, -0.600,  -5.941, -5.098,  -4.973, -8.884, -9.799,  -5.775, -4.317, -7.770, -3.103, -2.460,   1.332,  0.821,  0.474,  -4.906, -5.380, -5.559,-11.584,-11.192,  -5.551, -5.081,  -6.311, -5.926, -0.994, -0.528, -3.854
 F,F,ok,4.750, 3.000, -0.600,  -5.975, -5.023,  -4.927, -9.224,-10.171,  -5.575, -4.086, -7.803, -2.563, -1.665,   1.291,  0.793,  0.450,  -4.245, -4.720, -5.030,-11.357,-10.947,  -5.519, -5.049,  -6.283, -5.922, -1.023, -0.562, -3.267
 F,F,ok,4.750, 3.500, -0.600,  -5.887, -4.901,  -4.717, -9.286,-10.243,  -5.398, -3.888, -4.984, -2.197, -1.223,   1.198,  0.719,  0.383,  -1.793, -2.268, -4.707, -5.022, -4.612,  -3.820, -3.350,  -3.918, -3.565, -1.113, -0.663, -2.889
 F,F,ok,4.750, 4.000, -0.600,  -5.748, -4.746,  -4.673, -9.256,-10.218,  -5.209, -3.694, -2.138, -1.891, -0.896,   1.029,  0.564,  0.235,   1.007,  0.532, -1.082, -1.336, -0.926,  -1.781, -1.311,  -2.040, -1.684, -1.281, -0.797, -2.579
 F,F,ok,4.750, 4.500, -0.600,  -3.310, -2.294,  -2.065, -6.006, -6.969,  -4.178, -2.635, -1.040, -1.357, -0.356,   1.903,  1.227,  0.842,   1.907,  1.430,  0.724,  0.890,  1.303,   0.321,  0.794,  -0.161,  0.203, -0.643,  0.146, -1.572
 F,F,ok,4.750, 5.000, -0.600,  -5.002, -3.993,  -3.709, -8.749, -9.711,  -6.902, -5.386, -4.045,  0.132,  1.094,   1.202,  0.573,  0.170,   2.378,  1.899,  1.454, -1.353, -0.928,  -1.810, -1.338,  -2.495, -2.134, -1.231, -0.542, -0.761
 F,F,ok,5.000, 1.500, -0.600,  -6.679, -7.207,  -6.080, -8.900, -9.473,  -6.221, -4.869, -7.857, -6.562, -7.250,   1.551,  1.034,  0.685,  -7.366, -7.841, -7.425,-12.520,-12.366,  -5.935, -5.465,  -7.887, -7.022, -0.791, -0.324, -8.164
 F,F,ok,5.000, 2.000, -0.600,  -5.939, -5.438,  -5.010, -8.405, -9.228,  -5.935, -4.522, -7.554, -4.898, -5.066,   1.578,  1.063,  0.714,  -6.752, -7.227, -7.059,-11.978,-11.649,  -5.585, -5.116,  -6.785, -6.278, -0.755, -0.288, -5.972
 F,F,ok,5.000, 2.500, -0.600,  -5.925, -5.081,  -4.940, -8.848, -9.763,  -5.758, -4.247, -7.545, -3.130, -2.486,   1.579,  1.069,  0.723,  -4.778, -5.253, -5.340,-11.572,-11.179,  -5.481, -5.012,  -6.293, -5.907, -0.746, -0.280, -3.876
 F,F,ok,5.000, 3.000, -0.600,  -5.970, -5.018,  -4.919, -9.213,-10.160,  -5.557, -4.036, -7.562, -2.565, -1.662,   1.539,  1.041,  0.699,  -4.059, -4.534, -4.782,-11.345,-10.934,  -5.443, -4.973,  -6.269, -5.907, -0.773, -0.312, -3.265
 F,F,ok,5.000, 3.500, -0.600,  -5.884, -4.897,  -4.713, -9.281,-10.239,  -5.379, -3.851, -4.728, -2.198, -1.218,   1.447,  0.968,  0.632,  -1.580, -2.056, -4.439, -5.009, -4.595,  -3.717, -3.248,  -3.903, -3.547, -0.863, -0.413, -2.885
 F,F,ok,5.000, 4.000, -0.600,  -5.744, -4.743,  -4.668, -9.256,-10.218,  -5.168, -3.636, -1.864, -1.896, -0.891,   1.279,  0.814,  0.485,   1.231,  0.756, -0.789, -1.314, -0.898,  -1.645, -1.175,  -2.018, -1.658, -1.030, -0.546, -2.577
 F,F,ok,5.000, 4.500, -0.600,  -3.317, -2.304,  -2.060, -6.022, -6.983,  -4.170, -2.614, -0.812, -1.365, -0.349,   2.155,  1.477,  1.092,   2.136,  1.659,  0.997,  0.903,  1.326,   0.465,  0.939,  -0.155,  0.218, -0.392,  0.397, -1.560
 F,F,ok,5.000, 5.000, -0.600,  -5.033, -4.028,  -3.734, -8.798, -9.759,  -6.903, -5.386, -3.832,  0.116,  1.093,   1.455,  0.828,  0.426,   2.614,  2.135,  1.728, -1.339, -0.903,  -1.664, -1.191,  -2.495, -2.121, -0.992, -0.306, -0.766
 F,F,ok,5.250, 1.500, -0.600,  -6.747, -7.275,  -6.148, -8.972, -9.545,  -6.258, -4.844, -7.686, -6.683, -7.362,   1.785,  1.270,  0.923,  -7.422, -7.896, -7.307,-12.582,-12.430,  -5.980, -5.511,  -7.960, -7.093, -0.550, -0.084, -8.279
 F,F,ok,5.250, 2.000, -0.600,  -5.964, -5.463,  -5.034, -8.407, -9.230,  -5.884, -4.415, -7.284, -4.984, -5.152,   1.831,  1.317,  0.969,  -6.754, -7.228, -6.908,-11.999,-11.669,  -5.599, -5.129,  -6.832, -6.321, -0.498, -0.031, -6.058
 F,F,ok,5.250, 2.500, -0.600,  -5.909, -5.065,  -4.913, -8.811, -9.727,  -5.712, -4.164, -7.277, -3.151, -2.505,   1.829,  1.320,  0.974,  -4.680, -5.155, -5.118,-11.560,-11.167,  -5.437, -4.968,  -6.280, -5.893, -0.495, -0.029, -3.892
 F,F,ok,5.250, 3.000, -0.600,  -5.960, -5.007,  -4.905, -9.194,-10.141,  -5.525, -3.982, -7.296, -2.565, -1.660,   1.788,  1.291,  0.949,  -3.905, -4.380, -4.535,-11.333,-10.920,  -5.388, -4.919,  -6.252, -5.890, -0.522, -0.061, -3.263
 F,F,ok,5.250, 3.500, -0.600,  -5.884, -4.897,  -4.711, -9.280,-10.238,  -5.391, -3.852, -4.500, -2.198, -1.214,   1.696,  1.217,  0.881,  -1.391, -1.866, -4.166, -5.002, -4.586,  -3.650, -3.181,  -3.896, -3.539, -0.613, -0.163, -2.882
 F,F,ok,5.250, 4.000, -0.600,  -5.753, -4.753,  -4.673, -9.271,-10.232,  -5.202, -3.659, -1.666, -1.899, -0.888,   1.527,  1.063,  0.734,   1.438,  0.962, -0.482, -1.307, -0.888,  -1.557, -1.087,  -2.017, -1.655, -0.781, -0.296, -2.574
 F,F,ok,5.250, 4.500, -0.600,  -3.332, -2.323,  -2.062, -6.042, -7.003,  -4.171, -2.611, -0.602, -1.372, -0.350,   2.406,  1.727,  1.341,   2.352,  1.875,  1.279,  0.911,  1.339,   0.575,  1.048,  -0.153,  0.223, -0.142,  0.647, -1.553
 F,F,ok,5.250, 5.000, -0.600,  -5.068, -4.068,  -3.759, -8.844, -9.805,  -6.905, -5.397, -3.643,  0.100,  1.085,   1.705,  1.078,  0.676,   2.832,  2.353,  2.003, -1.341, -0.898,  -1.557, -1.085,  -2.505, -2.124, -0.762, -0.078, -0.772
 F,F,ok,5.500, 1.500, -0.600,  -6.837, -7.364,  -6.238, -9.065, -9.638,  -6.309, -4.849, -7.523, -6.823, -7.492,   2.022,  1.510,  1.164,  -7.517, -7.992, -7.220,-12.664,-12.512,  -6.048, -5.578,  -8.058, -7.190, -0.308,  0.159, -8.411
 F,F,ok,5.500, 2.000, -0.600,  -6.017, -5.516,  -5.087, -8.443, -9.267,  -5.915, -4.407, -7.099, -5.093, -5.260,   2.074,  1.561,  1.215,  -6.800, -7.275, -6.781,-12.046,-11.717,  -5.634, -5.164,  -6.909, -6.394, -0.256,  0.212, -6.166
 F,F,ok,5.500, 2.500, -0.600,  -5.894, -5.050,  -4.887, -8.774, -9.690,  -5.671, -4.099, -7.007, -3.174, -2.527,   2.079,  1.572,  1.227,  -4.620, -5.095, -4.903,-11.548,-11.155,  -5.405, -4.935,  -6.269, -5.881, -0.244,  0.223, -3.912
 F,F,ok,5.500, 3.000, -0.600,  -5.950, -4.997,  -4.892, -9.175,-10.122,  -5.511, -3.955, -7.045, -2.566, -1.660,   2.036,  1.541,  1.200,  -3.786, -4.261, -4.291,-11.321,-10.907,  -5.349, -4.880,  -6.236, -5.874, -0.271,  0.190, -3.262
 F,F,ok,5.500, 3.500, -0.600,  -5.881, -4.894,  -4.707, -9.274,-10.232,  -5.385, -3.839, -4.259, -2.198, -1.211,   1.944,  1.466,  1.131,  -1.232, -1.708, -3.889, -4.995, -4.578,  -3.604, -3.134,  -3.888, -3.530, -0.363,  0.087, -2.880
 F,F,ok,5.500, 4.000, -0.600,  -5.755, -4.756,  -4.673, -9.277,-10.238,  -5.204, -3.656, -1.453, -1.901, -0.887,   1.776,  1.312,  0.983,   1.620,  1.144, -0.166, -1.301, -0.880,  -1.493, -1.023,  -2.011, -1.649, -0.531, -0.047, -2.573
 F,F,ok,5.500, 4.500, -0.600,  -3.363, -2.358,  -2.082, -6.078, -7.039,  -4.191, -2.631, -0.414, -1.382, -0.358,   2.654,  1.976,  1.590,   2.545,  2.069,  1.572,  0.915,  1.346,   0.650,  1.123,  -0.155,  0.222,  0.106,  0.896, -1.558
 F,F,ok,5.500, 5.000, -0.600,  -5.103, -4.108,  -3.784, -8.887, -9.847,  -6.908, -5.416, -3.484,  0.084,  1.070,   1.954,  1.325,  0.923,   3.028,  2.549,  2.285, -1.351, -0.904,  -1.488, -1.015,  -2.522, -2.138, -0.538,  0.145, -0.779
 F,F,ok,5.750, 1.500, -0.600,  -6.982, -7.507,  -6.383, -9.226, -9.800,  -6.437, -4.947, -7.448, -7.009, -7.652,   2.235,  1.726,  1.383,  -7.658, -8.132, -7.178,-12.799,-12.649,  -6.150, -5.681,  -8.189, -7.321, -0.093,  0.374, -8.575
 F,F,ok,5.750, 2.000, -0.600,  -6.083, -5.582,  -5.153, -8.488, -9.312,  -5.935, -4.400, -6.898, -5.212, -5.379,   2.321,  1.812,  1.467,  -6.878, -7.353, -6.675,-12.103,-11.775,  -5.685, -5.215,  -6.999, -6.480, -0.012,  0.456, -6.285
 F,F,ok,5.750, 2.500, -0.600,  -5.888, -5.045,  -4.873, -8.750, -9.666,  -5.694, -4.107, -6.800, -3.204, -2.557,   2.325,  1.820,  1.476,  -4.594, -5.069, -4.701,-11.543,-11.151,  -5.381, -4.912,  -6.265, -5.877,  0.003,  0.470, -3.938
 F,F,ok,5.750, 3.000, -0.600,  -5.939, -4.986,  -4.877, -9.153,-10.101,  -5.492, -3.928, -6.787, -2.568, -1.662,   2.285,  1.791,  1.451,  -3.704, -4.179, -4.053,-11.308,-10.895,  -5.321, -4.851,  -6.222, -5.859, -0.020,  0.442, -3.262
 F,F,ok,5.750, 3.500, -0.600,  -5.877, -4.889,  -4.702, -9.267,-10.225,  -5.377, -3.827, -4.023, -2.197, -1.209,   2.193,  1.716,  1.381,  -1.109, -1.585, -3.616, -4.990, -4.572,  -3.574, -3.104,  -3.881, -3.522, -0.113,  0.337, -2.878
 F,F,ok,5.750, 4.000, -0.600,  -5.750, -4.751,  -4.668, -9.274,-10.235,  -5.171, -3.620, -1.227, -1.903, -0.887,   2.025,  1.562,  1.233,   1.770,  1.294,  0.150, -1.294, -0.871,  -1.446, -0.976,  -2.000, -1.638, -0.281,  0.204, -2.571
 F,F,ok,5.750, 4.500, -0.600,  -3.349, -2.347,  -2.059, -6.075, -7.036,  -4.174, -2.621, -0.258, -1.385, -0.363,   2.904,  2.224,  1.838,   2.710,  2.233,  1.869,  0.916,  1.348,   0.698,  1.171,  -0.159,  0.217,  0.354,  1.145, -1.533
 F,F,ok,5.750, 5.000, -0.600,  -5.136, -4.147,  -3.810, -8.929, -9.889,  -6.914, -5.443, -3.362,  0.064,  1.048,   2.201,  1.572,  1.169,   3.196,  2.716,  2.572, -1.368, -0.921,  -1.450, -0.978,  -2.544, -2.159, -0.319,  0.362, -0.787
 F,F,ok,6.000, 1.500, -0.600,  -7.227, -7.748,  -6.631, -9.509,-10.084,  -6.693, -5.184, -7.532, -7.282, -7.885,   2.373,  1.870,  1.531,  -7.881, -8.356, -7.225,-13.035,-12.887,  -6.325, -5.856,  -8.405, -7.550,  0.039,  0.506, -8.807
 F,F,ok,6.000, 2.000, -0.600,  -6.182, -5.681,  -5.252, -8.572, -9.397,  -6.021, -4.469, -6.779, -5.358, -5.525,   2.558,  2.053,  1.711,  -6.990, -7.465, -6.607,-12.193,-11.866,  -5.759, -5.289,  -7.128, -6.603,  0.207,  0.675, -6.428
 F,F,ok,6.000, 2.500, -0.600,  -5.882, -5.038,  -4.857, -8.722, -9.638,  -5.684, -4.089, -6.564, -3.239, -2.591,   2.572,  2.071,  1.730,  -4.595, -5.070, -4.517,-11.538,-11.146,  -5.364, -4.894,  -6.262, -5.875,  0.253,  0.719, -3.969
 F,F,ok,6.000, 3.000, -0.600,  -5.934, -4.981,  -4.868, -9.137,-10.085,  -5.504, -3.936, -6.565, -2.574, -1.667,   2.533,  2.041,  1.702,  -3.653, -4.128, -3.826,-11.297,-10.885,  -5.299, -4.829,  -6.211, -5.849,  0.231,  0.692, -3.266
 F,F,ok,6.000, 3.500, -0.600,  -5.874, -4.887,  -4.699, -9.262,-10.220,  -5.377, -3.825, -3.807, -2.197, -1.208,   2.442,  1.965,  1.632,  -1.022, -1.497, -3.352, -4.987, -4.569,  -3.555, -3.086,  -3.876, -3.517,  0.138,  0.588, -2.878
 F,F,ok,6.000, 4.000, -0.600,  -5.758, -4.759,  -4.673, -9.289,-10.250,  -5.210, -3.659, -1.099, -1.904, -0.888,   2.273,  1.811,  1.482,   1.884,  1.408,  0.453, -1.296, -0.872,  -1.428, -0.958,  -2.005, -1.643, -0.032,  0.453, -2.570
 F,F,ok,6.000, 4.500, -0.600,  -3.366, -2.367,  -2.071, -6.103, -7.065,  -4.189, -2.643, -0.137, -1.393, -0.376,   3.152,  2.472,  2.086,   2.841,  2.364,  2.164,  0.915,  1.348,   0.727,  1.200,  -0.166,  0.208,  0.602,  1.393, -1.532
 F,F,ok,6.000, 5.000, -0.600,  -5.167, -4.181,  -3.835, -8.970, -9.930,  -6.926, -5.475, -3.279,  0.042,  1.020,   2.448,  1.819,  1.416,   3.330,  2.851,  2.857, -1.390, -0.943,  -1.436, -0.964,  -2.571, -2.187, -0.102,  0.576, -0.796
 F,F,ok,0.000, 1.500, -0.700,  -7.888, -9.061,  -7.302,-11.060,-11.212, -10.565, -9.607,-13.047, -7.502, -8.683,  -3.438, -3.958, -4.309, -10.906,-11.381,-11.467,-14.955,-15.118,  -9.852, -9.382, -10.148,-10.060, -5.801, -5.338, -9.267
 F,F,ok,0.000, 2.000, -0.700,  -7.074, -7.595,  -6.357,-10.685,-10.884, -10.333, -9.303,-12.811, -5.688, -7.071,  -3.409, -3.926, -4.276, -10.445,-10.919,-10.995,-14.671,-14.833,  -9.639, -9.169,  -9.484, -9.654, -5.758, -5.295, -7.194
 F,F,ok,0.000, 2.500, -0.700,  -6.923, -7.237,  -6.203,-10.403,-10.705,  -9.939, -8.833,-12.719, -4.827, -5.444,  -3.413, -3.925, -4.273, -10.046,-10.521,-10.587,-14.504,-14.668,  -9.583, -9.114,  -9.230, -9.476, -5.752, -5.291, -6.234
